name,city,description,rating,keywords,name_raw,city_raw,description_raw,content,maps_link
thanh dia my son,quang nam,mot thung lung co duong kinh 2km noi day bao quanh la nui doi vo cung an minh dia diem nay tung la noi to chuc cung te vuong trieu champa kham qua nhieu di san quy bau khi den noi day,4.5/5,thung lung 2km nui doi an minh cung te champa di san,Thánh Địa Mỹ Sơn,Quảng Nam,"Một thung lũng có đường kính 2km, Nơi đây bao quanh là núi đồi, vô cùng ẩn mình. Địa điểm này từng là nơi tổ chức cúng tế 
vương triều Champa. Khám quá nhiều di sản quý báu khi đến nới đây.",thanh dia my son quang nam mot thung lung co duong kinh 2km noi day bao quanh la nui doi vo cung an minh dia diem nay tung la noi to chuc cung te vuong trieu champa kham qua nhieu di san quy bau khi den noi day thung lung 2km nui doi an minh cung te champa di san thung lung 2km nui doi an minh cung te champa di san,https://www.google.com/maps/search/?api=1&query=Th%C3%A1nh%20%C4%90%E1%BB%8Ba%20M%E1%BB%B9%20S%C6%A1n%20Qu%E1%BA%A3ng%20Nam
nui thien an,quang ngai,la mot ngon nui tu lau da rat noi tieng voi khung canh hung vi va mang lai mot gia tri lich su vo cung lon lao voi ve dep tho mong va diu dang ma no mang lai la diem dac biet hu hut khach du lich hang nam,4.0/5,nui lau doi hung vi lich su tho mong dieu dang,Núi Thiên Ấn,Quảng Ngãi,"Là một ngọn núi từ lâu đã rất nổi tiếng với khung cảnh hùng vĩ và mang lại một giá trị lịch sử vô cùng lớn lao, với vẻ đẹp thơ
mộng và dịu dàng mà nó mang lại là điểm đặc biệt hu hút khách du lịch hàng năm.",nui thien an quang ngai la mot ngon nui tu lau da rat noi tieng voi khung canh hung vi va mang lai mot gia tri lich su vo cung lon lao voi ve dep tho mong va diu dang ma no mang lai la diem dac biet hu hut khach du lich hang nam nui lau doi hung vi lich su tho mong dieu dang nui lau doi hung vi lich su tho mong dieu dang,https://www.google.com/maps/search/?api=1&query=N%C3%BAi%20Thi%C3%AAn%20%E1%BA%A4n%20Qu%E1%BA%A3ng%20Ng%C3%A3i
bai bien my khe,quang ngai,mot trong nhung bai bien quyen ru nhat hanh tinh noi day co nhieu khach san view bien dep mat phu hop de tan huong ki nghi,4.5/5,bien quyen ru ki nghi khach san trang phao,Bãi biển Mỹ Khê,Quảng Ngãi,"Một trong những bãi biển quyến rũ nhất hành tinh, nơi đây có nhiều khách sạn view biển đẹp mắt phù hợp để tận hưởng kì nghỉ",bai bien my khe quang ngai mot trong nhung bai bien quyen ru nhat hanh tinh noi day co nhieu khach san view bien dep mat phu hop de tan huong ki nghi bien quyen ru ki nghi khach san trang phao bien quyen ru ki nghi khach san trang phao,https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20bi%E1%BB%83n%20M%E1%BB%B9%20Kh%C3%AA%20Qu%E1%BA%A3ng%20Ng%C3%A3i
dong muoi sa huynh,quang ngai,vua muoi quan trong nhat mien trung than yeu cua chung ta nhung bai muoi trang phao den noi day ban se duoc trai nghiem cac hoat dong hang ngay cua ba con noi day hua hen se mang lai cho ban nhung trai nghiem rat khac so voi cac hoat dong du lich nhu len rung hay xuong bien,4.0/5,muoi hoat dong mien trung trai nghiem,Đồng muối Sa Huỳnh,Quảng Ngãi,"Vựa muối quan trọng nhất miền Trung thân yêu của chúng ta, những bãi muối trắng phao, đến nơi đây bạn sẽ được trãi nghiệm các hoạt động hằng ngày
của bà con nơi đây, hứa hẹn sẽ mang lại cho bạn những trãi nghiệm rất khác so với các hoạt động du lịch như lên rừng hay xuống biển.",dong muoi sa huynh quang ngai vua muoi quan trong nhat mien trung than yeu cua chung ta nhung bai muoi trang phao den noi day ban se duoc trai nghiem cac hoat dong hang ngay cua ba con noi day hua hen se mang lai cho ban nhung trai nghiem rat khac so voi cac hoat dong du lich nhu len rung hay xuong bien muoi hoat dong mien trung trai nghiem muoi hoat dong mien trung trai nghiem,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%93ng%20mu%E1%BB%91i%20Sa%20Hu%E1%BB%B3nh%20Qu%E1%BA%A3ng%20Ng%C3%A3i
thac trang,quang ngai,khung canh o day an tuong voi rung nui hoang so trong lanh dong thac do xuong giua khung canh bao quanh la biet bao cay coi song suoi tung bot trang xoa,4.0/5,rung nui hoang so thac cay coi song,Thác Trắng,Quảng Ngãi,"Khùng cảnh ở đây ấn tượng với rừng núi hoang sơ, trong lành, dòng thác đổ xuống giữa khung cảnh bao quanh là biết bao cây cối sông suối tung bọt trắng xóa",thac trang quang ngai khung canh o day an tuong voi rung nui hoang so trong lanh dong thac do xuong giua khung canh bao quanh la biet bao cay coi song suoi tung bot trang xoa rung nui hoang so thac cay coi song rung nui hoang so thac cay coi song,https://www.google.com/maps/search/?api=1&query=Th%C3%A1c%20Tr%E1%BA%AFng%20Qu%E1%BA%A3ng%20Ng%C3%A3i
deo vi o lac,quang ngai,nam cao hon 1300m so voi muc nuoc bien su quanh co uon luon cua cac cung duong cung voi khong khi tho mong luon mang den nhung ve dep tuyet my cung hang co xanh tuoi moc hai ben duong khi du khach di len deo la nhung net an tuong nhat thu vi nhat,4.0/5,deo tho mong quanh co uon luon cung duong 1300m,Đèo Vi O Lắc,Quảng Ngãi,"Nằm cao hơn 1300m so với mực nước biển, sự quanh co uốn lượn của các cung đường cùng với không khí thơ mộng luôn mang đến nhưng vẻ đẹp tuyệt mỹ cùng hàng cỏ xanh tươi mọc hai bên đường khi du khách đi lên đèo là nhưng nét ấn tượng nhất, thú vị nhất",deo vi o lac quang ngai nam cao hon 1300m so voi muc nuoc bien su quanh co uon luon cua cac cung duong cung voi khong khi tho mong luon mang den nhung ve dep tuyet my cung hang co xanh tuoi moc hai ben duong khi du khach di len deo la nhung net an tuong nhat thu vi nhat deo tho mong quanh co uon luon cung duong 1300m deo tho mong quanh co uon luon cung duong 1300m,https://www.google.com/maps/search/?api=1&query=%C4%90%C3%A8o%20Vi%20O%20L%E1%BA%AFc%20Qu%E1%BA%A3ng%20Ng%C3%A3i
vinh ha long,quang ninh,la mot trong nhung di san thien nhien the gioi duoc unesco cong nhan voi dien tich 1553km2 gan 2000 hon dao lon nho vinh ha long duoc thien nhien uu ai co he thong hang dong va dao da vua da dang lai tuyet dep,4.8/5,unesco dao hang dong dao da,Vịnh Hạ Long,Quảng Ninh,"Là một trong những di sản thiên nhiên thế giới được UNESCO công nhận. Với diện tích 1553km2, gần 2000 hòn đảo lớn nhỏ, 
vịnh Hạ Long được thiên nhiên ưu ái có hệ thống hang động và đảo đá vừa đa dạng lại tuyệt đẹp.",vinh ha long quang ninh la mot trong nhung di san thien nhien the gioi duoc unesco cong nhan voi dien tich 1553km2 gan 2000 hon dao lon nho vinh ha long duoc thien nhien uu ai co he thong hang dong va dao da vua da dang lai tuyet dep unesco dao hang dong dao da unesco dao hang dong dao da,https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bnh%20H%E1%BA%A1%20Long%20Qu%E1%BA%A3ng%20Ninh
bien bai chay,quang ninh,bai chay luon thu hut rat nhieu du khach den tham quan trai nghiem va tam bien bai bien cung da co them nhung hoat dong the thao tren bien nhu cano du bay hay nha phao de du khach co the tan huong nhung dich vu cao cap hon,3.9/5,bai bien tam bien du bay nha phao,Biển Bãi Cháy,Quảng Ninh,"Bãi Cháy luôn thu hút rất nhiều du khách đến tham quan trải nghiệm và tắm biển. Bãi biển cùng đã có thêm những hoạt động thể thao trên biển như cano, dù bay hay nhà phao để du khách có thể tận hưởng những dịch vụ cao cấp hơn.",bien bai chay quang ninh bai chay luon thu hut rat nhieu du khach den tham quan trai nghiem va tam bien bai bien cung da co them nhung hoat dong the thao tren bien nhu cano du bay hay nha phao de du khach co the tan huong nhung dich vu cao cap hon bai bien tam bien du bay nha phao bai bien tam bien du bay nha phao,https://www.google.com/maps/search/?api=1&query=Bi%E1%BB%83n%20B%C3%A3i%20Ch%C3%A1y%20Qu%E1%BA%A3ng%20Ninh
cong vien ha long,quang ninh,du lich ha long thi chac chan khong nen bo qua sun world halong park khu phuc hop giai tri noi tieng danh cho moi lua tuoi neu ban da tung den vinwonders thi cong vien ha long cung la mot thien duong tuong tu nhu vay nhung se nao nhiet hon nhieu nhe,4.4/5,cong vien nao nhiet giai tri,Công viên Hạ Long,Quảng Ninh,"Du lịch Hạ Long thì chắc chắn không nên bỏ qua Sun World Halong Park - khu phức hợp giải trí nổi tiếng dành cho mọi lứa tuổi. Nếu bạn đã từng đến VinWonders thì công viên Hạ Long cũng là một thiên đường tương tự như vậy, nhưng sẽ náo nhiệt hơn nhiều nhé.",cong vien ha long quang ninh du lich ha long thi chac chan khong nen bo qua sun world halong park khu phuc hop giai tri noi tieng danh cho moi lua tuoi neu ban da tung den vinwonders thi cong vien ha long cung la mot thien duong tuong tu nhu vay nhung se nao nhiet hon nhieu nhe cong vien nao nhiet giai tri cong vien nao nhiet giai tri,https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20vi%C3%AAn%20H%E1%BA%A1%20Long%20Qu%E1%BA%A3ng%20Ninh
lang chai cua van,quang ninh,khong chi duoc tan huong khong gian yen tinh thanh binh noi day du khach con co them nhung hieu biet ve doi song van hoa thuong nhat cua cac ngu dan ngu dan o day het suc than thien va men khach hanh khach co the cheo thuyen thung cat ca cau muc de hieu hon cuoc song dan chai,4.6/5,yen tinh thanh binh doi song van hoa ngu dan than thien men khach cheo thuyen cat ca cau muc,Làng chài Cửa Vạn,Quảng Ninh,"Không chỉ được tận hưởng không gian yên tĩnh, thanh bình nơi đây, du khách còn có thêm những hiểu biết về đời sống văn hóa, thường nhật của các ngư dân. Ngư dân ở đây hết sức thân thiện và mến khách. Hành khách có thể chèo thuyền thúng, cắt cá, câu mực… để hiểu hơn cuộc sống dân chài.",lang chai cua van quang ninh khong chi duoc tan huong khong gian yen tinh thanh binh noi day du khach con co them nhung hieu biet ve doi song van hoa thuong nhat cua cac ngu dan ngu dan o day het suc than thien va men khach hanh khach co the cheo thuyen thung cat ca cau muc de hieu hon cuoc song dan chai yen tinh thanh binh doi song van hoa ngu dan than thien men khach cheo thuyen cat ca cau muc yen tinh thanh binh doi song van hoa ngu dan than thien men khach cheo thuyen cat ca cau muc,https://www.google.com/maps/search/?api=1&query=L%C3%A0ng%20ch%C3%A0i%20C%E1%BB%ADa%20V%E1%BA%A1n%20Qu%E1%BA%A3ng%20Ninh
dong thien cung,quang ninh,voi cau truc nhieu tang nhieu lop phuc tap cac khoi nhu da o day co nhieu hinh dang ky la hang dong nay da duoc dau tu he thong chieu sang day du hinh anh chim muong hoa la hinh anh sinh hoat doi thuong cua con nguoi duoc cham khac ben trong dong nhieu dau tich khao co da duoc tim thay chung minh cho nhung gia tri lich su quan trong qua cac thoi ky,4.4/5,nhu da cham khac dau tich khao co lich su,Động Thiên Cung,Quang Ninh,"Với cấu trúc nhiều tầng, nhiều lớp phức tạp, các khối nhũ đá ở đây có nhiều hình dáng kỳ lạ. Hang động này đã được đầu tư
 hệ thống chiếu sáng đầy đủ. Hình ảnh chim muông, hoa lá, hình ảnh sinh hoạt đời thường của con người được chạm khắc bên trong động. Nhiều dấu tích khảo cổ đã được tìm thấy chứng minh cho những giá trị lịch sử quan trọng qua các thời kỳ.",dong thien cung quang ninh voi cau truc nhieu tang nhieu lop phuc tap cac khoi nhu da o day co nhieu hinh dang ky la hang dong nay da duoc dau tu he thong chieu sang day du hinh anh chim muong hoa la hinh anh sinh hoat doi thuong cua con nguoi duoc cham khac ben trong dong nhieu dau tich khao co da duoc tim thay chung minh cho nhung gia tri lich su quan trong qua cac thoi ky nhu da cham khac dau tich khao co lich su nhu da cham khac dau tich khao co lich su,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%99ng%20Thi%C3%AAn%20Cung%20Quang%20Ninh
nghia trang liet si quoc gia truong son,quang tri,dia diem ghi dau an ve nhung mat mat minh chung cho nhung gi tan bao nhat cua giac ngoai xam noi nay da di vao lich su bieu tuong cua su bi trang va long anh dung cua nhung con nguoi yeu nuoc dat su doc lap va van menh dan toc len hang dau,4.8/5,ghi dau mat mac minh chung tan bao lich su anh dung yeu nuoc doc lap van menh,Nghĩa trang Liệt sĩ Quốc gia Trường Sơn,Quảng Trị,"Địa điểm ghi dấu ấn về những mất mát, minh chứng cho những gì tàn bạo nhất của giặc ngoại xâm. Nơi này đã đi vào lịch sử, biểu tượng của sự bi tráng và lòng anh dũng của những con người yêu nước, đặt sự độc lập và vận mệnh dân tộc lên hàng đầu.",nghia trang liet si quoc gia truong son quang tri dia diem ghi dau an ve nhung mat mat minh chung cho nhung gi tan bao nhat cua giac ngoai xam noi nay da di vao lich su bieu tuong cua su bi trang va long anh dung cua nhung con nguoi yeu nuoc dat su doc lap va van menh dan toc len hang dau ghi dau mat mac minh chung tan bao lich su anh dung yeu nuoc doc lap van menh ghi dau mat mac minh chung tan bao lich su anh dung yeu nuoc doc lap van menh,https://www.google.com/maps/search/?api=1&query=Ngh%C4%A9a%20trang%20Li%E1%BB%87t%20s%C4%A9%20Qu%E1%BB%91c%20gia%20Tr%C6%B0%E1%BB%9Dng%20S%C6%A1n%20Qu%E1%BA%A3ng%20Tr%E1%BB%8B
dia dao vinh moc,quang tri,cong trinh nay o sau long dat duoc nguoi dan dao trong khang chien chong my dia dao gom co nhieu khu vuc nhu truong hoc kho hau can benh vien khu quan su va khu gia dinh,4.6/5,sau long dat khang chien,Địa đạo Vịnh Mốc,Quảng Trị,"Công trình này ở sâu lòng đất, được người dân đào trong kháng chiến chống Mỹ. Địa đạo gồm có nhiều khu vực như trường học, kho hậu cần, bệnh viện, khu quân sự và khu gia đình.",dia dao vinh moc quang tri cong trinh nay o sau long dat duoc nguoi dan dao trong khang chien chong my dia dao gom co nhieu khu vuc nhu truong hoc kho hau can benh vien khu quan su va khu gia dinh sau long dat khang chien sau long dat khang chien,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%8Ba%20%C4%91%E1%BA%A1o%20V%E1%BB%8Bnh%20M%E1%BB%91c%20Qu%E1%BA%A3ng%20Tr%E1%BB%8B
bai bien cua tung,quang tri,mua he den bai bien nay ban se thay duoc net dep binh yen cua bien xanh cat trang khung canh tinh lang vao buoi chieu hoang hon khien bao trai tim bi me hoac,4.3/5,bai bien bien xanh cat trang tinh lang,Bãi biển Cửa Tùng,Quảng Trị,"Mùa hè đến bãi biển này, bạn sẽ thấy được nét đẹp bình yên của biển xanh, cát trắng. Khung cảnh tĩnh lặng vào buổi chiều hoàng hôn khiến bao trái tim bị mê hoặc.",bai bien cua tung quang tri mua he den bai bien nay ban se thay duoc net dep binh yen cua bien xanh cat trang khung canh tinh lang vao buoi chieu hoang hon khien bao trai tim bi me hoac bai bien bien xanh cat trang tinh lang bai bien bien xanh cat trang tinh lang,https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20bi%E1%BB%83n%20C%E1%BB%ADa%20T%C3%B9ng%20Qu%E1%BA%A3ng%20Tr%E1%BB%8B
doi hoa mien vien thao,quang tri,noi bat voi canh dong hoa ruc ro va no ro quanh nam thoi tiet o day cuc ky mat me nen viec trong hoa kha thuan loi dia diem du lich quang tri co du hoa hong cuc hoa mi hoa cai vang dac biet neu ban yeu thich hoa tam giac mach thi khong the bo hoa mien vien thao,4.3/5,canh dong hoa thich hoa mat me,Đồi hoa Miền Viên Thảo,Quảng Trị,"Nổi bật với cánh đồng hoa rực rỡ và nở rộ quanh năm. Thời tiết ở đây cực kỳ mát mẻ nên việc trồng hoa khá thuận lợi. Địa điểm du lịch Quảng Trị có đủ hoa hồng, cúc họa mi, hoa cải vàng. Đặc biệt, nếu bạn yêu thích hoa tam giác mạch thì không thể bỏ hoa Miền Viên Thảo.",doi hoa mien vien thao quang tri noi bat voi canh dong hoa ruc ro va no ro quanh nam thoi tiet o day cuc ky mat me nen viec trong hoa kha thuan loi dia diem du lich quang tri co du hoa hong cuc hoa mi hoa cai vang dac biet neu ban yeu thich hoa tam giac mach thi khong the bo hoa mien vien thao canh dong hoa thich hoa mat me canh dong hoa thich hoa mat me,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%93i%20hoa%20Mi%E1%BB%81n%20Vi%C3%AAn%20Th%E1%BA%A3o%20Qu%E1%BA%A3ng%20Tr%E1%BB%8B
cho noi nga nam,soc trang,bay ban du cac loai mat hang tu thuc pham cho den nhu yeu pham dac biet hon het khong the khong nhac den cac ghe xuong day ap cac loai trai cay nhiet doi dac trung tuy mua,4.0/5,thuc pham mat hang ghe xuong mua,Chợ nổi Ngã Năm,Sóc Trăng,"bày bán đủ các loại mặt hàng từ thực phẩm cho đến nhu yếu phầm. Đặc biệt hơn hết, không thể không nhắc đến các ghe/ xuồng đầy ắp các loại trái cây nhiệt 
đới đặc trưng tùy mùa.",cho noi nga nam soc trang bay ban du cac loai mat hang tu thuc pham cho den nhu yeu pham dac biet hon het khong the khong nhac den cac ghe xuong day ap cac loai trai cay nhiet doi dac trung tuy mua thuc pham mat hang ghe xuong mua thuc pham mat hang ghe xuong mua,https://www.google.com/maps/search/?api=1&query=Ch%E1%BB%A3%20n%E1%BB%95i%20Ng%C3%A3%20N%C4%83m%20S%C3%B3c%20Tr%C4%83ng
chua doi,soc trang,kien truc cua ngoi chua nay duoc xem la tieu bieu cua phat giao nam tong khmer chua duoc xay dung vao the ky 16 nhung cho den nay toan bo cong trinh con giu duoc tinh trang tot va van la noi sinh hoat ton giao mang y nghia quan trong cua nguoi dan trong vung dieu dac biet khi di day la du khach se thay hang nghin con doi kha lon treo minh tren cay trong khuon vien chua giong nhu chung da quen thuoc voi noi nay vay,4.5/5,chua phat giao con doi,Chùa Dơi,Sóc Trăng,"Kiến trúc của ngôi chùa này được xem là tiêu biểu của Phật giáo Nam tông Khmer, chùa được xây dựng vào thế kỷ 16 nhưng cho đến nay toàn bộ công trình còn giữ được tình trạng tốt và vẫn là nơi sinh hoạt tôn giáo mang ý nghĩa quan trọng của người dân trong vùng. Điều Đặc biệt khi đi đây là du khách sẽ thấy hàng nghìn con dơi khá lớn treo mình trên cây trong khuôn viên chùa giống như chúng đã quen thuộc với nơi này vậy",chua doi soc trang kien truc cua ngoi chua nay duoc xem la tieu bieu cua phat giao nam tong khmer chua duoc xay dung vao the ky 16 nhung cho den nay toan bo cong trinh con giu duoc tinh trang tot va van la noi sinh hoat ton giao mang y nghia quan trong cua nguoi dan trong vung dieu dac biet khi di day la du khach se thay hang nghin con doi kha lon treo minh tren cay trong khuon vien chua giong nhu chung da quen thuoc voi noi nay vay chua phat giao con doi chua phat giao con doi,https://www.google.com/maps/search/?api=1&query=Ch%C3%B9a%20D%C6%A1i%20S%C3%B3c%20Tr%C4%83ng
vuon co tan long,soc trang,voi quang canh thien nhien hoang so va he sinh thai dong thuc vat da dang dac biet la cac giong loai co quy hiem,4.2/5,hoang so co quy hiem,Vườn cò Tân Long,Sóc Trăng,Với quang cảnh thiên nhiên hoang sơ và hệ sinh thái động thực vật đa dạng. Đặc biệt là các giống loài cò quý hiếm.,vuon co tan long soc trang voi quang canh thien nhien hoang so va he sinh thai dong thuc vat da dang dac biet la cac giong loai co quy hiem hoang so co quy hiem hoang so co quy hiem,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20c%C3%B2%20T%C3%A2n%20Long%20S%C3%B3c%20Tr%C4%83ng
bien ho be,soc trang,khu vuc nay duoc hinh thanh do su bai boi va qua trinh xam lan cua nuoc bien lam nen mot vung ho trung rong lon bai bien ho nay con duoc thien nhien uu ai bang mot bo cat trang dai hang cay so do chua dua vao khai thac du lich manh bai bien van giu duoc net hoang so tu nhien von co mang lai su yen binh tu do cho du khach,4.3/5,xam lan ho trung cat trang hoang so binh yen,Biển Hồ Bể,Sóc Trăng,"Khu vực này được hình thành do sự bãi bồi và quá trình xâm lấn của nước biển, làm nên một vùng hồ trũng rộng lớn. Bãi biển
 hồ này còn được thiên nhiên ưu ái bằng một bờ cát trắng dài hàng cây số. Do chưa đưa vào khai thác du lịch mạnh, bãi biển vẫn giữ được nét hoang sơ, tự nhiên vốn có mang lại sự yên bình, tự do cho du khách",bien ho be soc trang khu vuc nay duoc hinh thanh do su bai boi va qua trinh xam lan cua nuoc bien lam nen mot vung ho trung rong lon bai bien ho nay con duoc thien nhien uu ai bang mot bo cat trang dai hang cay so do chua dua vao khai thac du lich manh bai bien van giu duoc net hoang so tu nhien von co mang lai su yen binh tu do cho du khach xam lan ho trung cat trang hoang so binh yen xam lan ho trung cat trang hoang so binh yen,https://www.google.com/maps/search/?api=1&query=Bi%E1%BB%83n%20H%E1%BB%93%20B%E1%BB%83%20S%C3%B3c%20Tr%C4%83ng
chua som rong,soc trang,la mot noi dac biet quan trong khong chi do tin nguong ton giao ma con do ngoi chua nay co mot thu vien lon voi hon 1500 dau sach phuc vu cho cac ban thieu nhi ba con tai noi nay ngoi bao thap duoc phu mot mau xam huyen bi thay vi mau vang thuong gap pho tuong phat nam dai hon 63 met cao hon mat dat khoang 28 met cong them chieu cao 22 met khien cho pho tuong vo cung uy nghi chua som rong thuong duoc nhieu khach du lich lua chon ghe tham,4.5/5,tin nguong ton giao bao thap tuong,Chùa Som Rong,Sóc Trăng,"Là một nơi đặc biệt quan trọng không chỉ do tín ngưỡng tôn giáo, mà còn do ngôi chùa này có một thư viện lớn với hơn 1500 đầu sách, phục vụ cho các bạn thiếu nhi, bà con tại nơi này. Ngôi bảo tháp được phủ một màu xám huyền bí thay vì màu vàng thường gặp; Pho tượng phật nằm dài hơn 63 mét, cao hơn mặt đất khoảng 28 mét, cộng thêm chiều cao 22 mét khiến cho pho tượng vô cùng uy nghi; chùa Som Rong thường được nhiều khách du lịch lựa chọn ghé thăm",chua som rong soc trang la mot noi dac biet quan trong khong chi do tin nguong ton giao ma con do ngoi chua nay co mot thu vien lon voi hon 1500 dau sach phuc vu cho cac ban thieu nhi ba con tai noi nay ngoi bao thap duoc phu mot mau xam huyen bi thay vi mau vang thuong gap pho tuong phat nam dai hon 63 met cao hon mat dat khoang 28 met cong them chieu cao 22 met khien cho pho tuong vo cung uy nghi chua som rong thuong duoc nhieu khach du lich lua chon ghe tham tin nguong ton giao bao thap tuong tin nguong ton giao bao thap tuong,https://www.google.com/maps/search/?api=1&query=Ch%C3%B9a%20Som%20Rong%20S%C3%B3c%20Tr%C4%83ng
moc chau,son la,voi dac san la nhung mua hoa ban hoa anh dao hoa man hoa cai vang tran ngap huong sac moc chau cung la cai ten kinh dien nhat khi nhac den du lich vung tay bac voi cung duong phuot dep nhu tranh ve,4.5/5,hoa dao hoa man duong phuot,Mộc Châu,Sơn La,"với đặc sản là những mùa hoa ban, hoa anh đào, hoa mận, hoa cải vàng… tràn ngập hương sắc. Mộc Châu cũng là cái tên kinh điển nhất khi nhắc đến du lịch vùng Tây Bắc với cung đường phượt đẹp như tranh vẽ",moc chau son la voi dac san la nhung mua hoa ban hoa anh dao hoa man hoa cai vang tran ngap huong sac moc chau cung la cai ten kinh dien nhat khi nhac den du lich vung tay bac voi cung duong phuot dep nhu tranh ve hoa dao hoa man duong phuot hoa dao hoa man duong phuot,https://www.google.com/maps/search/?api=1&query=M%E1%BB%99c%20Ch%C3%A2u%20S%C6%A1n%20La
ngu dong ban ong,son la,day la he thong gom 5 hang dong duoc nguoi dan dia phuong phat hien lan dau tien vao nam 2006 vi tai day chua co nhieu dich vu du lich nen nhung hang dong van giu duoc ve dep hoang so huyen bi ben trong hang duoc diem xuyen boi nhung khoi da nhu thach khong lo voi hinh thu doc dao,4.5/5,dong hoang so huyen bi da nhu hach,Ngũ động bản Ông,Sơn La,"Đây là hệ thống gồm 5 hang động được người dân địa phương phát hiện lần đầu tiên vào năm 2006. Vì tại đây chưa có nhiều dịch vụ du lịch nên những hang động vẫn giữ được vẻ đẹp hoang sơ, huyền bí. Bên trong hang được điểm xuyến bởi những khối đá nhũ thạch khổng lồ với hình thù độc đáo.",ngu dong ban ong son la day la he thong gom 5 hang dong duoc nguoi dan dia phuong phat hien lan dau tien vao nam 2006 vi tai day chua co nhieu dich vu du lich nen nhung hang dong van giu duoc ve dep hoang so huyen bi ben trong hang duoc diem xuyen boi nhung khoi da nhu thach khong lo voi hinh thu doc dao dong hoang so huyen bi da nhu hach dong hoang so huyen bi da nhu hach,https://www.google.com/maps/search/?api=1&query=Ng%C5%A9%20%C4%91%E1%BB%99ng%20b%E1%BA%A3n%20%C3%94ng%20S%C6%A1n%20La
rung thong ban ang,son la,khu rung co tong dien tich len den 43ha voi bau khong khi trong lanh va khung canh thong xanh trap trung trong rat mat mat ban co the trai nghiem cam trai qua dem tai rung thong ban ang de thoa suc hit tho khi troi se lanh va don minh binh,4.3/5,rung thong cam trai ban ang,Rừng thông bản Áng,Sơn La,"Khu rừng có tổng diện tích lên đến 43ha với bầu không khí trong lành và khung cảnh thông xanh trập trùng trông rất mát mắt. 
Bạn có thể trải nghiệm cắm trại qua đêm tại rừng thông bản Áng để thỏa sức hít thở khí trời se lạnh và đón mình bình.",rung thong ban ang son la khu rung co tong dien tich len den 43ha voi bau khong khi trong lanh va khung canh thong xanh trap trung trong rat mat mat ban co the trai nghiem cam trai qua dem tai rung thong ban ang de thoa suc hit tho khi troi se lanh va don minh binh rung thong cam trai ban ang rung thong cam trai ban ang,https://www.google.com/maps/search/?api=1&query=R%E1%BB%ABng%20th%C3%B4ng%20b%E1%BA%A3n%20%C3%81ng%20S%C6%A1n%20La
thac dai yem,son la,thac cao hon 100m chia thanh 2 tang chinh trong do tang thu nhat co tong cong 9 bac tang thu hai co 5 bac vao do tu thang 4 den thang 10 hang nam khi luong nuoc do ve nhieu se tao nen nhung dong chay manh me tung bot trang xoa rat dep mat,4.6/5,dong chay thac,Thác Dải Yếm,Sơn La,"Thác cao hơn 100m, chia thành 2 tầng chính. Trong đó tầng thứ nhất có tổng cộng 9 bậc, tầng thứ hai có 5 bậc. Vào độ từ tháng 4 đến tháng 10 hàng năm, khi lượng nước đổ về nhiều sẽ tạo nên những dòng chạy mạnh mẽ, tung bọt trắng xóa rất đẹp mắt",thac dai yem son la thac cao hon 100m chia thanh 2 tang chinh trong do tang thu nhat co tong cong 9 bac tang thu hai co 5 bac vao do tu thang 4 den thang 10 hang nam khi luong nuoc do ve nhieu se tao nen nhung dong chay manh me tung bot trang xoa rat dep mat dong chay thac dong chay thac,https://www.google.com/maps/search/?api=1&query=Th%C3%A1c%20D%E1%BA%A3i%20Y%E1%BA%BFm%20S%C6%A1n%20La
dinh ta xua,son la,tu tren dinh ban co the phong tam mat chiem nguong khung canh hung vi xung quanh voi nhung dai ruong bac thang xanh muot thap thoang xa xa la mai la khoi bep tay co the cham den may troi,4.8/5,dinh ruong bac thang may troi,Đỉnh Tà Xua,Sơn La,"Từ trên đỉnh, bạn có thể phóng tầm mắt chiêm ngưỡng khung cảnh hùng vĩ xung quanh với những dải ruộng bậc thang xanh mướt, thấp thoáng xa xa là mái lá khói bếp, tay có thể chạm đến mây trời.",dinh ta xua son la tu tren dinh ban co the phong tam mat chiem nguong khung canh hung vi xung quanh voi nhung dai ruong bac thang xanh muot thap thoang xa xa la mai la khoi bep tay co the cham den may troi dinh ruong bac thang may troi dinh ruong bac thang may troi,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%89nh%20T%C3%A0%20Xua%20S%C6%A1n%20La
